1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd
1601,0.0,3.0,Av,1358,GLQ,223,670,RFn,2001.0,1601,Gd,11423,69.0,479.0,0,5,8,1581,2001,2002
832,384.0,2.0,No,442,Rec,390,336,Unf,1947.0,1216,TA,8480,80.0,0.0,0,5,5,832,1947,1950
952,0.0,2.0,No,228,ALQ,724,283,Unf,1956.0,952,TA,8475,69.0,0.0,0,7,4,952,1956,1956
1298,0.0,3.0,No,1258,GLQ,40,403,,1985.0,1298,Gd,11200,69.0,85.0,26,5,6,1298,1985,1985
874,650.0,3.0,No,460,BLQ,414,315,Unf,1958.0,1524,TA,11344,78.0,180.0,0,5,5,874,1958,1958
997,1288.0,4.0,No,0,Unf,969,648,Fin,2000.0,2285,Gd,11000,69.0,72.0,56,5,8,969,2000,2000
964,0.0,2.0,No,713,ALQ,163,432,Unf,1921.0,964,TA,13360,80.0,0.0,0,7,5,876,1921,2006
928,0.0,3.0,No,308,Rec,620,288,Fin,1957.0,928,TA,6000,50.0,0.0,0,6,5,928,1957,1957
990,0.0,3.0,No,746,ALQ,244,480,Unf,2000.0,990,TA,8072,60.0,0.0,64,5,5,990,1994,1995
912,1215.0,4.0,Mn,48,BLQ,422,833,RFn,1991.0,2127,Gd,13125,103.0,0.0,192,5,7,1104,1991,1991
848,0.0,1.0,Av,662,GLQ,186,420,RFn,2004.0,848,Gd,4438,69.0,205.0,0,5,6,848,2004,2004
1137,0.0,2.0,No,980,GLQ,92,551,Unf,1987.0,1137,Gd,13811,54.0,72.0,0,6,6,1112,1987,1987
865,445.0,2.0,No,617,LwQ,0,398,Unf,1924.0,1310,TA,7000,50.0,0.0,0,6,6,617,1924,1950
912,0.0,2.0,No,111,BLQ,522,297,Fin,1958.0,912,TA,7535,70.0,0.0,285,7,5,912,1958,1985
480,0.0,3.0,Av,50,BLQ,430,308,,1958.0,480,TA,9000,50.0,0.0,0,3,2,480,1949,1950
892,0.0,3.0,No,340,Rec,524,264,RFn,1966.0,892,TA,9477,69.0,65.0,0,5,5,864,1966,1966
1124,0.0,3.0,,0,,0,0,,1980.0,1124,TA,8335,77.0,0.0,36,5,5,0,1954,1954
1405,0.0,2.0,No,0,Unf,1405,478,RFn,2003.0,1405,Gd,3136,69.0,163.0,36,5,7,1405,2003,2003
1064,703.0,2.0,No,495,GLQ,354,504,RFn,1987.0,1767,Gd,5306,44.0,0.0,35,7,7,1064,1987,1987
1302,0.0,3.0,Av,0,Unf,1302,436,Fin,2007.0,1302,Gd,8993,73.0,0.0,22,5,7,1302,2007,2007
1133,687.0,4.0,No,329,Rec,697,240,Unf,1925.0,1820,TA,9120,60.0,0.0,100,6,7,1026,1925,1950
1383,0.0,3.0,Mn,1064,BLQ,319,354,,1954.0,1383,TA,13284,69.0,0.0,116,5,5,1383,1954,1954
832,832.0,4.0,No,194,GLQ,638,528,RFn,1976.0,1664,TA,10140,78.0,0.0,28,5,7,832,1976,1976
1316,0.0,3.0,No,28,GLQ,1288,397,Fin,2005.0,1316,Gd,10237,65.0,0.0,0,5,6,1316,2005,2006
983,813.0,4.0,No,400,BLQ,380,483,RFn,1963.0,1796,TA,7056,71.0,415.0,50,5,6,780,1963,1963
1392,0.0,2.0,No,0,Unf,1392,576,RFn,1968.0,1392,TA,13560,120.0,216.0,0,3,6,1392,1968,1968
1097,896.0,4.0,No,416,Rec,409,495,RFn,1971.0,1993,TA,14803,69.0,252.0,66,5,6,825,1971,1971
904,0.0,1.0,Gd,350,BLQ,333,0,,1980.0,904,Fa,10020,69.0,0.0,0,1,1,683,1922,1950
1291,0.0,2.0,Mn,1003,GLQ,288,431,Unf,1996.0,1291,Gd,2887,69.0,0.0,0,5,6,1291,1996,1997
866,902.0,3.0,No,400,GLQ,466,603,RFn,2005.0,1768,Gd,9803,75.0,0.0,108,5,7,866,2005,2005
1164,1106.0,4.0,No,524,GLQ,628,671,Fin,1999.0,2270,Gd,11764,92.0,348.0,57,7,8,1152,1999,2007
855,0.0,3.0,No,257,ALQ,103,440,Unf,1974.0,1322,TA,2308,24.0,0.0,0,5,6,855,1974,1974
630,672.0,3.0,No,0,Unf,630,440,Unf,1970.0,1302,TA,2016,24.0,304.0,0,5,5,630,1970,1970
780,0.0,2.0,Av,632,ALQ,148,352,Unf,1973.0,780,TA,7200,60.0,0.0,0,7,5,780,1972,1972
1099,0.0,3.0,No,0,Unf,1099,352,Unf,1999.0,1099,Gd,9525,75.0,0.0,0,6,5,1099,1995,2006
1062,887.0,3.0,No,750,GLQ,300,574,Fin,1993.0,1949,Gd,9938,80.0,246.0,90,5,7,1050,1993,1994
1013,0.0,2.0,No,0,Unf,1013,0,,1980.0,1526,Fa,8470,105.0,0.0,0,2,3,1013,1915,1982
1848,880.0,4.0,No,1410,GLQ,438,706,Fin,2006.0,2728,Ex,20431,56.0,870.0,0,5,9,1848,2005,2006
1687,998.0,5.0,No,523,GLQ,301,672,Fin,1970.0,3082,TA,15863,102.0,0.0,63,3,7,824,1920,1970
1588,0.0,3.0,Av,1162,ALQ,426,472,RFn,1999.0,1588,Gd,10264,78.0,183.0,29,5,7,1588,1999,1999
1040,0.0,2.0,,0,,0,400,Unf,1949.0,1040,TA,8544,60.0,0.0,0,4,3,0,1950,1950
1504,0.0,3.0,Gd,690,GLQ,814,478,Fin,1996.0,1504,Gd,11883,73.0,196.0,66,5,7,1504,1996,1996
596,596.0,3.0,Mn,0,Unf,596,189,Unf,1920.0,1192,TA,6402,60.0,0.0,0,5,5,596,1920,1950
2121,0.0,3.0,Gd,0,Unf,2121,732,Fin,2007.0,2121,Ex,14450,107.0,315.0,98,5,9,2121,2006,2007
965,0.0,3.0,No,641,BLQ,187,300,Unf,1979.0,965,TA,7800,60.0,0.0,0,5,5,828,1965,1965
1021,580.0,3.0,No,0,Unf,533,300,RFn,1958.0,1601,TA,13825,85.0,0.0,34,6,5,533,1958,1987
1117,0.0,3.0,Av,422,ALQ,480,672,,1976.0,1117,TA,7819,94.0,0.0,0,5,6,1029,1976,1976
1567,0.0,1.0,Av,1154,GLQ,366,648,Fin,2006.0,1567,Ex,3982,53.0,0.0,0,5,8,1520,2006,2006
1776,0.0,4.0,No,0,Unf,1584,888,Unf,1968.0,1776,TA,11475,85.0,95.0,25,5,5,1584,1958,1958
915,720.0,3.0,No,300,Rec,765,440,Unf,1950.0,1635,TA,8737,70.0,0.0,38,7,6,1065,1923,1950
760,896.0,3.0,No,0,Unf,746,397,Fin,2003.0,1656,Gd,6931,60.0,92.0,128,5,7,746,2003,2004
1440,0.0,3.0,No,678,BLQ,762,467,Fin,1981.0,1440,Gd,12546,69.0,310.0,0,7,6,1440,1981,1981
1588,0.0,3.0,Av,0,Unf,1588,825,,2006.0,1588,Gd,10000,85.0,410.0,45,5,8,1588,2006,2006
1279,0.0,3.0,No,641,ALQ,276,473,Unf,1980.0,1279,TA,10125,75.0,0.0,83,6,6,1196,1977,1977
1728,0.0,4.0,No,1606,ALQ,122,560,Unf,1976.0,1728,TA,9297,63.0,0.0,0,5,5,1728,1976,1976
997,0.0,3.0,No,0,Unf,793,0,,1980.0,1517,Fa,8500,85.0,0.0,0,7,5,793,1919,2005
1166,1129.0,4.0,No,728,GLQ,367,590,RFn,1992.0,2295,Gd,13346,69.0,0.0,40,5,7,1095,1992,2000
796,566.0,1.0,No,732,GLQ,64,480,Unf,1993.0,1362,TA,14115,85.0,0.0,30,5,5,796,1993,1995
1040,0.0,2.0,,0,,0,400,Unf,1987.0,1040,TA,8544,60.0,0.0,0,4,3,0,1950,1950
1192,403.0,2.0,No,388,LwQ,552,240,Unf,1940.0,1595,TA,8400,60.0,0.0,0,5,6,940,1940,2000
985,0.0,3.0,Av,595,GLQ,390,328,Unf,1977.0,985,TA,8385,65.0,220.0,0,8,5,985,1977,1977
1541,0.0,3.0,Mn,1201,,340,532,,2005.0,1541,Gd,12182,95.0,226.0,70,5,7,1541,2005,2005
1060,764.0,3.0,No,0,Unf,764,520,Unf,1940.0,1824,TA,13515,60.0,0.0,0,6,6,764,1919,1950
808,547.0,4.0,No,351,ALQ,112,0,,1980.0,1355,TA,10106,62.0,0.0,0,7,5,644,1940,1999
1107,983.0,3.0,Mn,859,ALQ,216,484,,1973.0,2090,TA,10382,69.0,240.0,204,6,7,1107,1973,1973
804,878.0,3.0,No,505,GLQ,299,523,RFn,1998.0,1682,Gd,8750,70.0,116.0,77,5,6,804,1998,1998
866,902.0,3.0,Av,20,GLQ,846,578,RFn,2007.0,1768,Gd,10769,68.0,0.0,105,5,8,866,2007,2007
1224,0.0,2.0,,0,,0,462,Unf,1962.0,1224,TA,9842,70.0,0.0,0,5,4,0,1962,1962
901,0.0,2.0,No,0,Unf,901,281,Unf,1954.0,901,TA,6000,50.0,0.0,0,7,4,901,1954,2000
720,472.0,4.0,No,0,Unf,720,0,,1980.0,1192,TA,10800,60.0,0.0,0,4,4,720,1949,1950
784,0.0,2.0,No,0,Unf,784,360,Unf,1950.0,784,TA,9000,60.0,0.0,0,3,6,784,1928,1950
952,596.0,3.0,No,0,Unf,952,672,,1978.0,1548,Ex,7264,55.0,0.0,0,7,7,952,1925,2007
816,0.0,3.0,Gd,546,ALQ,270,264,Unf,1982.0,816,TA,8314,76.0,0.0,0,7,5,816,1982,1982
